type,Product_name,Product_sku,Product_media_main_image_url,product_price,product_weight,product_description
product,Winged Mic Bomber Jacket,SKU-050,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$50.00,1.0,Hoodie displaying stylized lyrics forming a hawk silhouette
product,Hawk Emblem Jersey,SKU-051,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$60.00,1.0,Bomber jacket with a winged microphone graphic on the back
product,Urban Camo Snapback Cap,SKU-052,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$45.00,1.0,Sports jersey featuring a hawk emblem and number print
product,Eye of the Hawk Phone Case,SKU-053,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$30.00,1.0,Camouflage-pattern snapback cap with hawk logo embroidery
product,Golden Hawk Keychain,SKU-054,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Phone case featuring a close-up hawk eye graphic
product,Hawk Eye Enamel Pin,SKU-055,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$10.00,1.0,Metal keychain with a golden hawk emblem charm
product,Eye on the Prize Wristband,SKU-056,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$8.00,1.0,Enamel pin of the Hawk Eye logo for jackets or bags
product,Graffiti Tag Poster,SKU-057,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$5.00,1.0,Black silicone wristband debossed with Eye on the Prize motto
product,City Skyline Hawk Poster,SKU-058,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Poster with Hawk Eye's name in vibrant graffiti lettering
product,Winged Mic Art Poster,SKU-059,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Art poster of a hawk flying over an urban city skyline at dusk
product,Hawk Eye Logo Sticker,SKU-060,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$20.00,1.0,Illustrated poster of a microphone with wings and music notes
product,Street Graffiti Sticker,SKU-061,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$3.00,1.0,Die-cut sticker of the Hawk Eye logo in full color
product,Omniversal Logo T-Shirt,SKU-062,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$3.00,1.0,Sticker mimicking a graffiti tag of Hawk Eye's name
product,Galactic Dreams T-Shirt,SKU-063,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$20.00,1.0,T-shirt with the Omniversal logo and a subtle galaxy background
product,Cosmic Unity Hoodie,SKU-064,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$25.00,1.0,Tee featuring a vibrant galaxy print with shooting stars
product,Infinite Cosmos Long Sleeve,SKU-065,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$45.00,1.0,Hoodie displaying interconnected planets symbolizing unity
product,Nebula Bomber Jacket,SKU-066,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$30.00,1.0,Long sleeve shirt with an infinite universe illustration on the back
product,Galaxy Phone Case,SKU-067,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$60.00,1.0,Bomber jacket featuring an all-over nebula cloud print
product,Cosmic Coffee Mug,SKU-068,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Phone case with a colorful spiral galaxy design
product,Omniversal Logo Keychain,SKU-069,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$12.00,1.0,Ceramic mug printed with a starry night sky and Omniversal text
product,Celestial Canvas Tote Bag,SKU-070,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$8.00,1.0,Acrylic keychain with the Omniversal emblem in full color
product,Stardust Cap,SKU-071,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Canvas tote bag printed with planets and stars artwork
product,Omniversal Galaxy Poster,SKU-072,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$25.00,1.0,Black cap speckled with embroidered stars and Omniversal text
product,Cosmic Mandala Poster,SKU-073,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Large poster showcasing a spiral galaxy with the Omniversal logo
product,Celestial Alignment Poster,SKU-074,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$15.00,1.0,Poster of a mandala made of stars and planets
product,Omniversal Logo Sticker,SKU-075,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$20.00,1.0,Artwork poster depicting planets aligned in a cosmic scene
product,Holographic Galaxy Sticker,SKU-076,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$3.00,1.0,Round sticker featuring the Omniversal logo and starfield background
product,Phoenix Rebirth T-Shirt,SKU-077,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$4.00,1.0,Holographic sticker with a mini galaxy and planets
product,Resist Forever Hoodie,SKU-078,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$20.00,1.0,T-shirt featuring a fiery phoenix rising from ashes
product,Rebel Camo Jacket,SKU-079,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$45.00,1.0,Hoodie with bold RESIST text and flame accents
product,No Chains Long Sleeve,SKU-080,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$50.00,1.0,Camouflage jacket adorned with the R2R emblem and patches
product,Resistance Symbol Tank Top,SKU-081,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$30.00,1.0,Long sleeve tee showing broken chains to symbolize freedom
product,Resistance Fist Keychain,SKU-082,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$20.00,1.0,Tank top with a raised fist graphic and R2R tagline
product,Phoenix Flame Enamel Pin,SKU-083,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$7.00,1.0,Metal keychain featuring a raised fist symbol charm
product,Never Surrender Wristband,SKU-084,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$8.00,1.0,Enamel pin depicting a phoenix with flames
product,Embroidered Rebel Patch,SKU-085,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$5.00,1.0,Red silicone wristband embossed with Never Surrender
product,Freedom Bandana,SKU-086,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$6.00,1.0,Embroidered patch with the Reincarnated2Resist phoenix emblem
product,Phoenix Rising Poster,SKU-087,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$10.00,1.0,Black bandana printed with a white phoenix and protest slogans
product,Fist of Resistance Poster,SKU-088,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$10.00,1.0,Poster of a phoenix rising with the text Reborn to Resist
product,Rebellion Quote Poster,SKU-089,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$12.00,1.0,Graphic poster featuring a large raised fist and rays of light
product,Reincarnated2Resist Logo Sticker,SKU-090,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$10.00,1.0,Poster with an inspirational resistance quote in bold typography
product,Phoenix Emblem Sticker,SKU-091,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$3.00,1.0,Sticker of the R2R logo with phoenix and bold text
product,Also uncertain ,SKU-092,https://hawkeyetherapper.com/wp-content/uploads/[file_name],$4.00,1.0,Die-cut sticker of the fiery phoenix emblem alone
